0,17.9999992251
1,33.9999973774
2,20.9999978542
3,26.9999980927
4,33.9999973774
5,17.9999992251
6,20.9999993443
7,26.9999980927
8,41.9999957085
9,13.9999985695
10,28.9999991655
11,22.9999989271
12,23.9999994636
13,23.9999994636
14,31.0000002384
15,38.9999985695
16,28.0000001192
17,15.9999996424
18,23.9999994636
19,22.9999989271
20,30.0000011921
21,28.9999991655
22,25.9999990463
23,36.9999974966
24,29.9999982119
25,41.9999986887
26,43.9999997616
27,30.9999972582
28,38.9999985695
29,43.9999997616
30,38.9999985695
31,39.9999976158
32,63.9999985695
33,62.9999995232
34,59.0000033379
35,45.9999978542
36,46.0000008345
37,68.9999997616
38,62.0000004768
39,62.9999995232
40,58.9999973774
41,77.999997139
42,81.9999992847
43,80.999994278
44,62.9999995232
45,42.999997735
46,45.9999978542
47,50.9999990463
48,73.9999949932
49,74.0000009537
50,66.9999957085
51,75.9999990463
52,59.9999964237
53,56.9999992847
54,63.9999985695
55,75.9999990463
56,52.999997139
57,73.0000019073
58,98.0000019073
59,92.9999947548
60,97.9999959469
61,93.9999997616
62,97.000002861
63,93.9999997616
64,100.0
65,93.9999997616
66,98.0000019073
67,94.000005722
68,94.000005722
69,94.000005722
70,91.0000026226
71,96.9999969006
72,91.0000026226
73,91.0000026226
74,99.9999940395
75,91.0000085831
76,99.0000009537
77,100.0
78,91.0000085831
79,91.0000085831
80,100.0
81,87.0000004768
82,90.9999966621
83,91.0000026226
84,91.0000026226
85,91.0000026226
86,91.0000026226
87,86.9999945164
88,91.0000026226
89,90.9999966621
90,93.0000007153
91,99.9999940395
92,91.0000026226
93,100.0
94,84.0000033379
95,91.0000026226
96,84.0000033379
97,96.0000038147
98,84.0000033379
99,91.0000085831
