0,36.0000014305
10,27.999997139
20,32.9999983311
30,62.9999995232
40,50.0
50,60.0000023842
60,86.0000014305
70,86.0000014305
80,67.0000016689
90,72.9999959469
100,65.9999966621
110,91.0000026226
120,95.0000047684
130,96.9999969006
140,97.000002861
150,98.9999949932
160,91.0000085831
170,96.9999969006
180,97.000002861
190,87.9999995232
200,97.9999959469
210,97.9999959469
220,95.9999918938
230,98.0000019073
240,98.9999949932
250,100.0
260,99.0000009537
270,98.9999949932
280,99.0000009537
290,97.9999959469
300,94.9999988079
310,99.0000009537
320,99.0000009537
330,98.9999949932
340,98.9999949932
350,99.0000009537
360,99.9999940395
370,100.0
380,100.0
390,99.0000009537
400,99.0000009537
410,98.9999949932
420,97.9999959469
430,99.0000009537
440,99.9999940395
450,99.0000009537
460,100.0
470,100.0
480,98.9999949932
490,99.9999940395
499,99.0000009537
