0,32.9999983311
1,32.9999983311
2,32.9999983311
3,32.9999983311
4,32.9999983311
5,32.9999983311
6,32.9999983311
7,32.9999983311
8,32.9999983311
9,32.9999983311
10,26.9999980927
11,26.9999980927
12,26.9999980927
13,26.9999980927
14,26.9999980927
15,26.9999980927
16,26.9999980927
17,26.9999980927
18,26.9999980927
19,26.9999980927
20,55.999994278
21,55.999994278
22,55.999994278
23,55.999994278
24,55.999994278
25,55.999994278
26,55.999994278
27,55.999994278
28,55.999994278
29,55.999994278
30,65.9999966621
31,65.9999966621
32,65.9999966621
33,65.9999966621
34,65.9999966621
35,65.9999966621
36,65.9999966621
37,65.9999966621
38,65.9999966621
39,65.9999966621
40,53.9999961853
41,53.9999961853
42,53.9999961853
43,53.9999961853
44,53.9999961853
45,53.9999961853
46,53.9999961853
47,53.9999961853
48,53.9999961853
49,76.9999980927
